cruise,cast,depth,dataset,pid,sample_time,ifcb,ml_analyzed,latitude,longitude,niskin,sample_type,n_images,tag1,tag2,tag3,tag4,tag5,comment_summary,trigger_selection,skip,km2coast,matdate,datetime,temperature,salinity,season,Copepod_nauplii,Phaeocystis_debris,Thalassiosira_TAG_external_detritus,bead,bubble,camera_spot,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,pollen,shellfish_larvae,zooplankton,date,sigma_00,sigma_11,oxsatmm_kg,sbeox0mm_kg,potemp090c,potemp190c,sal00,sal11,density00,density11,svcm,svcm1,prdm,t090c,t190c,c0s_m,c1s_m,sbeox0v,fleco_afl,turbwetntu0,spar,par,cpar,depsm,latitude_btl,longitude_btl,salinity_max,nearest_station,station_distance,sigma_t00,sigma_t11,sbox0mm_kg,oxsolmm_kg,times,scan,sbeox0ml_l,wetcdom,cstarat0,upoly0,v7,timej,t2_t190c,v0,v1,v2,altm,v3,v4,v5,cstartr0,v6,sbox1mm_kg,sbeox1v,c2_c1s_m,salinity_range,year,month,week,doy,hour,day,Acanthoica,Akashiwo,Alexandrium,Amoeba,Amphidinium,Amylax,Apedinella,Asterionellopsis,Bacillaria,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia,Cerataulina,Chaetoceros,Chrysochromulina,Corethron,Corymbellus,Coscinodiscus,Cylindrotheca,Dactyliosolen,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophysis,Ditylum,Emiliania,Ephemera,Eucampia,Euglena,Euplotes,Eutintinnus,Favella,Gonyaulax,Guinardia,Gyrodinium,Hemiaulus,Heterocapsa,Karenia,Katodinium/Torodinium,Kryptoperidinium,Laboea,Lauderia,Leegaardiella,Leptocylindrus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia,Paratontonia,Parvicorbicula,Pelagostrobilidium,Phaeocystis,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella,Pyramimonas,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella,Stephanopyxis,Strombidium,Syracosphaera,Thalassionema,Thalassiosira,Tiarina,Tintinnidium,Tintinnopsis,Tontonia,Trichodesmium,Tripos,Vicicitus,Warnowia,unknown Acantharia,unknown Bacillariophyceae,unknown Ciliophora,unknown Coccolithophyceae,unknown Cryptophyta,unknown Dinophyceae,unknown Flagellates,unknown Tintinnina
EN687,7,30.771,NESLTER_transect,D20220731T073958_IFCB115,2022-07-31 06:55:04+00:00,115,1.947145625,39.91843,-70.89717,8.0,cast,7649,none,,,,,,3,0,171.5967058752,738733.288240741,31-Jul-2022 06:55:04,14.3892,34.5062,JAS,0,3,0,32,0,0,2097,63,0,9,0,0,0,0,2022-07-31 06:55:04+00:00,,,251.48517,,14.3847,14.391,34.5062,34.5049,,,1504.67,1504.68,31.011,14.3892,14.3955,4.179748,4.180205,2.5412,3.6985,,1.852,1e-12,5.3995e-11,30.771,39.91843,-70.89717,35.5015,L10,2.6723951862452937,25.7232,25.7208,233.179,,2252.333,54057.0,,,1.0239,,0.0,212.288233,0.0062,4.0181,0.6764,1.8619,37.24,0.0047,2.5398,2.2221,,0.162,237.077,2.2233,,35-36,2022,7,30.0,212.0,6.0,31,249,0,0,80,51,3,149,0,0,0,8,0,216,0,0,180,244,0,0,3,18,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,41,0,6173,169,116,10,0,3,10,51,5,0,3,92,0,0,33,0,0,0,0,0,0,0,0,69,0,41,10,0,134,8,13,0,8,0,0,5,8,0,8,0,0,0,8,0,0,0,10,3,1307,67,116,1548,485,5,0
EN687,7,39.488,NESLTER_transect,D20220731T090916_IFCB115,2022-07-31 06:52:57+00:00,115,2.99989697916667,39.91868,-70.89636,6.0,cast,4956,none,,,,,,3,0,171.6188169216,738733.286770833,31-Jul-2022 06:52:57,13.2177,34.5044,JAS,0,4,0,25,0,0,3257,89,1,41,5,0,0,0,2022-07-31 06:52:57+00:00,,,257.55701,,13.2123,13.2123,34.5044,34.5016,,,1500.99,1500.98,39.796,13.2177,13.2178,4.06712,4.066822,2.2793,1.0928,,1.852,1e-12,5.3995e-11,39.488,39.91868,-70.89636,35.5015,L10,2.6172709441114,25.9652,25.9629,207.87,,2125.167,51005.0,,,0.6639,,0.0,212.286761,0.0001,4.391,0.2421,0.0187,0.38,0.0057,2.2779,2.0029,,0.2927,211.588,2.0041,,35-36,2022,7,30.0,212.0,6.0,31,62,0,0,17,5,0,37,0,2,0,0,0,62,0,0,27,38,0,0,2,48,0,0,0,0,0,3,0,0,2,0,0,5,0,0,0,0,2,2,0,792,65,85,0,0,0,0,40,3,0,2,185,0,17,3,0,0,0,0,0,0,0,0,7,0,8,7,0,20,7,3,3,0,0,0,0,20,2,5,0,0,0,2,0,0,0,0,0,573,27,40,185,188,0,2
EN687,7,92.769,NESLTER_transect,D20220731T103501_IFCB109,2022-07-31 06:48:15+00:00,109,4.4183411375,39.91938,-70.8948,5.0,cast,1422,none,,,,,,3,0,171.641035008,738733.283506944,31-Jul-2022 06:48:15,13.9644,35.5015,JAS,0,1,0,7,0,0,2298,80,1,32,9,0,0,0,2022-07-31 06:48:15+00:00,,,251.91197,,13.9509,13.9057,35.5015,35.4796,,,1505.5,1505.32,93.506,13.9644,13.9191,4.24814,4.241329,2.0468,0.0198,,1.852,1e-12,5.3995e-11,92.769,39.91938,-70.8948,35.5015,L10,2.4916256424118743,26.5824,26.575,177.599,,1843.0,44233.0,,,0.5895,,0.0,212.283495,-0.0453,4.4723,0.0633,0.6359,12.72,0.0052,2.0453,1.8112,,0.552,180.931,1.8125,,35-36,2022,7,30.0,212.0,6.0,31,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,58,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,24,0,5,16,3,0,1
EN687,7,205.765,NESLTER_transect,D20220731T103504_IFCB115,2022-07-31 06:43:26+00:00,115,4.14905195,39.92,-70.89349,4.0,cast,1842,none,,,,,,3,0,171.6563936,738733.280162037,31-Jul-2022 06:43:26,11.1857,35.4215,JAS,0,2,2,38,0,0,2768,89,1,77,5,0,0,0,2022-07-31 06:43:26+00:00,,,267.02988,,11.1597,11.158,35.4215,35.4174,,,1497.95,1497.94,207.456,11.1857,11.184,3.973481,3.972911,1.5539,-0.0027,,1.8898,1e-12,5.3444e-11,205.765,39.92,-70.89349,35.5015,L10,2.385390263365461,27.0699,27.067,128.966,,1554.917,37319.0,,,0.5045,,0.0,212.280161,-0.0017,4.5672,0.0595,0.624,12.48,0.0052,1.5528,1.3969,,1.033,131.603,1.3978,,35-36,2022,7,30.0,212.0,6.0,31,1,0,1,8,1,0,0,0,0,0,0,0,14,0,0,6,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,54,4,2,0,0,1,0,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,240,1,4,57,11,0,0
EN687,7,352.854,NESLTER_transect,D20220731T115254_IFCB115,2022-07-31 06:36:48+00:00,115,4.5188088125,39.92099,-70.89148,3.0,cast,980,none,,,,,,3,0,171.6757597184,738733.275555556,31-Jul-2022 06:36:48,7.6904,35.13,JAS,0,0,0,26,0,0,1434,53,0,19,1,0,0,0,2022-07-31 06:36:48+00:00,,,289.00993,,7.6547,7.6602,35.13,35.1246,,,1487.32,1487.33,355.882,7.6904,7.6958,3.62051,3.620518,1.7184,-0.001,,1.852,1e-12,5.3995e-11,352.854,39.92099,-70.89148,35.5015,L10,2.223546210427069,27.4222,27.4171,165.268,,1156.792,27764.0,,,0.5037,,0.0,212.275553,0.0054,4.5681,0.0598,1.2447,24.9,0.0048,1.7172,1.5324,,1.0486,168.891,1.5334,,35-36,2022,7,30.0,212.0,6.0,31,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,2,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,124,1,2,25,9,0,0
EN687,7,483.425,NESLTER_transect,D20220731T115254_IFCB109,2022-07-31 06:32:00+00:00,109,4.77617414583333,39.92178,-70.89026,1.0,cast,539,deep_water,none,,,,,3,0,171.6695416576,738733.272222222,31-Jul-2022 06:32:00,5.8135,35.0561,JAS,0,0,0,13,0,0,895,32,0,6,0,0,0,0,2022-07-31 06:32:00+00:00,,,302.03305,,5.7712,5.7753,35.0561,35.049,,,1482.09,1482.09,487.729,5.8135,5.8176,3.446604,3.446346,1.9539,-0.0022,,1.9276,1e-12,5.2893e-11,483.425,39.92178,-70.89026,35.5015,L10,2.1086941603077736,27.6209,27.6147,211.278,,868.542,20846.0,,,0.5329,,0.0,212.272217,0.0041,4.5352,0.0596,0.2512,5.02,0.0049,1.9524,1.7249,,0.9578,214.799,1.726,,35-36,2022,7,30.0,212.0,6.0,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,29,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,9,0,2,9,12,0,0
EN695,1,3.106,NESLTER_transect,D20230111T224528_IFCB109,2023-01-11 20:05:42+00:00,109,3.15213557083333,41.19821,-70.88632,15.0,cast,4728,bad_flow,none,,,,ypos move off the top,3,0,51.6846416383998,738897.837291667,11-Jan-2023 20:05:42,6.5334,32.513,JFM,1,1,40,188,0,1,2978,45,3,528,31,0,0,0,2023-01-11 20:05:42+00:00,,,302.52819,,6.5331,6.5336,32.513,32.511,,,1473.77,1473.77,3.13,6.5334,6.5338,3.261666,3.261527,2.3861,1.2991,,506.24,166.02,32.796,3.106,41.19821,-70.88632,32.5146,L1,0.3038052847188386,25.5211,25.5195,295.23,,806.625,19360.0,,,0.9901,,0.0,11.837287,0.0004,4.0517,0.2765,0.9424,18.85,3.229,2.386,2.1903,,0.3162,298.207,2.1903,,<34,2023,1,2.0,11.0,20.0,11,30,0,2,25,6,0,25,5,0,0,19,0,5,0,0,63,2,5,3,3,125,16,3,0,0,0,2,2,6,2,2,0,0,0,0,3,0,29,0,0,281,54,0,0,0,0,0,21,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,59,0,24,2,97,3,38,0,0,3,87,35,97,0,0,0,0,0,0,0,0,0,539,8,22,1226,73,16,0
EN695,1,12.389,NESLTER_transect,D20230111T213101_IFCB102,2023-01-11 20:02:37+00:00,102,1.72948513333333,41.19804,-70.88574,8.0,cast,6273,none,,,,,,3,0,51.7159104512001,738897.835150463,11-Jan-2023 20:02:37,6.3861,32.5049,JFM,1,0,38,18,0,1,5811,160,3,604,43,0,0,0,2023-01-11 20:02:37+00:00,,,303.59275,,6.3851,6.3957,32.5049,32.5023,,,1473.33,1473.37,12.487,6.3861,6.3968,3.248662,3.249342,2.3813,1.2577,,1165.4,14.246,1.2246,12.389,41.19804,-70.88574,32.5146,L1,0.2530592194855184,25.5335,25.53,295.715,,621.708,14922.0,,,0.9649,,0.0,11.835147,0.0106,4.0769,0.2696,0.4535,9.07,2.1672,2.3813,2.1825,,0.3161,298.404,2.1825,,<34,2023,1,2.0,11.0,20.0,11,26,0,3,58,23,0,12,0,0,0,26,0,43,3,17,52,23,17,0,0,572,55,3,0,0,0,9,0,9,3,0,0,0,0,0,0,0,32,0,0,801,23,6,0,0,3,0,38,0,0,3,6,0,3,0,0,0,0,0,0,0,9,0,9,0,17,72,0,49,9,119,0,101,6,0,3,14,52,98,0,0,0,0,0,0,0,0,0,1714,29,9,3556,130,12,0
EN695,1,16.998,NESLTER_transect,D20230112T005225_IFCB109,2023-01-11 20:00:38+00:00,109,3.89242332916667,41.19794,-70.88536,5.0,cast,1121,none,,,,,,3,0,51.7352757247996,738897.833773148,11-Jan-2023 20:00:38,6.2977,32.496,JFM,0,16,93,264,0,12,5154,77,7,868,65,0,0,0,2023-01-11 20:00:38+00:00,,,304.24439,,6.2963,6.2825,32.496,32.493,,,1473.05,1472.99,17.132,6.2977,6.2839,3.240455,3.239006,2.3771,1.3737,,1439.7,5.9229,0.4114,16.998,41.19794,-70.88536,32.5146,L1,0.2209626989481388,25.5376,25.537,295.939,,502.458,12060.0,,,0.9467,,0.0,11.833767,-0.0138,4.0952,0.289,0.2084,4.17,1.7903,2.3771,2.1783,,0.2971,298.761,2.1783,,<34,2023,1,2.0,11.0,20.0,11,62,0,0,46,9,0,32,1,0,0,3,0,4,0,5,100,6,15,0,9,229,42,1,1,0,0,1,0,15,5,0,1,3,0,0,1,0,26,0,1,455,59,3,0,0,0,0,48,3,0,6,5,0,3,0,0,0,0,0,0,0,6,0,10,0,1,132,0,60,1,143,1,60,0,0,4,125,50,197,0,0,0,0,1,0,0,1,0,730,8,27,1977,123,51,0
EN695,1,17.126,NESLTER_transect,D20230111T213111_IFCB109,2023-01-11 20:00:08+00:00,109,3.18162435833333,41.19793,-70.88527,2.0,cast,4755,none,,,,,ypos almost off top at very end of file,3,0,51.7385291391999,738897.833425926,11-Jan-2023 20:00:08,6.2949,32.4969,JFM,0,4,32,356,0,6,3491,57,4,583,39,0,0,0,2023-01-11 20:00:08+00:00,,,304.26234,,6.2935,6.2934,32.4969,32.4946,,,1473.04,1473.04,17.261,6.2949,6.2948,3.2403,3.240094,2.3792,1.3175,,1447.6,5.6621,0.39115,17.126,41.19793,-70.88527,32.5146,L1,0.2144008846856201,25.5386,25.5368,296.518,,472.25,11335.0,,,0.9459,,0.0,11.833417,-0.0001,4.0961,0.2796,0.2026,4.05,1.771,2.3791,2.1785,,0.3058,299.024,2.1785,,<34,2023,1,2.0,11.0,20.0,11,38,0,0,13,17,0,13,6,0,0,14,0,2,2,3,52,8,24,0,0,157,33,3,0,0,0,2,3,6,3,0,0,0,0,0,0,0,30,0,0,489,107,2,0,0,0,0,31,2,0,8,5,0,0,0,0,0,0,0,0,0,14,0,5,0,3,64,2,24,5,135,6,86,6,0,5,86,50,85,0,0,0,3,2,0,0,0,0,570,13,9,1771,80,33,0
EN695,10,5.775,NESLTER_transect,D20230113T083608_IFCB102,2023-01-13 07:16:25+00:00,102,2.52148912083333,40.86235,-70.88042,19.0,cast,4915,none,,,,,,3,0,84.669508032,738899.30306713,13-Jan-2023 07:16:24,9.4785,33.0045,JFM,0,0,4,7,0,1,4585,96,30,63,3,0,0,0,2023-01-13 07:16:25+00:00,,,281.90963,,9.4779,9.4772,33.0045,33.0034,,,1485.6,1485.6,5.821,9.4785,9.4778,3.566787,3.566616,2.343,1.0622,,3.6662,0.93847,25.841,5.775,40.86235,-70.88042,33.0055,L3,0.2647397919059381,25.4797,25.479,266.807,,614.208,14742.0,,,0.7709,,0.0,13.303058,-0.0007,4.2766,0.237,2.5269,50.54,1.0242,2.3429,2.1488,,0.4169,269.682,2.1489,,<34,2023,1,2.0,13.0,7.0,13,4,0,0,28,0,0,8,0,0,0,2,0,14,6,4,18,6,14,2,10,190,2,0,8,0,0,8,0,6,0,4,0,0,0,0,0,0,6,2,0,468,12,20,0,0,0,0,2,0,0,10,4,0,0,0,0,0,0,0,0,0,12,0,6,0,6,2,0,59,4,12,0,2,0,0,0,12,20,28,0,0,0,4,0,4,0,2,0,351,36,12,948,56,2,0
EN695,10,19.69,NESLTER_transect,D20230113T083611_IFCB109,2023-01-13 07:14:24+00:00,109,3.74236946666667,40.86228,-70.88092,12.0,cast,3425,none,,,,,,3,0,84.6435393535999,738899.301666667,13-Jan-2023 07:14:24,9.4762,33.0044,JFM,0,1,19,61,0,1,2979,44,35,70,11,0,0,0,2023-01-13 07:14:24+00:00,,,281.9241,,9.4741,9.4727,33.0044,33.0033,,,1485.83,1485.82,19.844,9.4762,9.4749,3.567185,3.566954,2.3339,0.9989,,3.704,1e-12,2.6998e-11,19.69,40.86228,-70.88092,33.0055,L3,0.2304205041931885,25.48,25.4793,266.562,,493.958,11856.0,,,0.7733,,0.0,13.301666,-0.0014,4.274,0.2265,1.8115,36.23,0.0044,2.3338,2.1441,,0.4196,269.393,2.1442,,<34,2023,1,2.0,13.0,7.0,13,13,0,0,4,0,1,4,0,0,0,1,0,1,7,4,11,0,21,0,19,39,3,8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,5,5,0,488,39,4,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,13,0,3,0,9,4,0,43,0,17,0,3,0,0,0,65,11,23,0,0,0,0,0,0,0,8,1,131,33,12,665,37,13,1
EN695,11,4.766,NESLTER_transect,D20230113T113027_IFCB102,2023-01-13 10:24:50+00:00,102,1.9402957875,41.0214,-70.88232,12.0,cast,5600,none,,,,,,3,0,70.2919418879997,738899.433912037,13-Jan-2023 10:24:50,7.9452,32.7165,JFM,0,3,9,14,0,2,5464,273,17,272,13,0,0,0,2023-01-13 10:24:50+00:00,,,292.38796,,7.9448,7.9407,32.7165,32.7152,,,1479.52,1479.5,4.803,7.9452,7.9411,3.40328,3.402797,2.3471,1.1287,,3.704,1.6767,45.267,4.766,41.0214,-70.88232,32.7212,L2,0.9586176431065252,25.4887,25.4883,278.561,,582.292,13976.0,,,0.8424,,0.0,13.433904,-0.0041,4.2019,0.2481,2.1771,43.54,1.2577,2.347,2.153,,0.3946,281.117,2.1531,,<34,2023,1,2.0,13.0,10.0,13,23,0,0,49,8,0,5,0,0,0,0,0,49,0,5,23,13,0,3,5,353,5,3,3,0,0,3,0,3,0,0,3,0,3,0,3,0,3,8,0,691,26,10,0,0,5,0,5,0,0,15,3,0,0,0,0,0,0,0,0,0,21,0,8,0,10,13,0,52,5,13,0,18,0,0,0,13,5,46,0,0,0,3,0,0,0,5,0,928,46,18,2121,116,5,3
EN695,11,19.527,NESLTER_transect,D20230113T130813_IFCB102,2023-01-13 10:21:25+00:00,102,2.19003887916667,41.02184,-70.8826,6.0,cast,5536,none,,,,,,3,0,70.2316119040004,738899.431539352,13-Jan-2023 10:21:25,7.9504,32.7165,JFM,0,1,15,3,0,0,5716,167,18,231,14,0,0,0,2023-01-13 10:21:25+00:00,,,292.35323,,7.9485,7.929,32.7165,32.7116,,,1479.78,1479.7,19.681,7.9504,7.9309,3.404387,3.402215,2.3418,0.9406,,3.704,1e-12,2.6998e-11,19.527,41.02184,-70.8826,32.7212,L2,0.9081142588725348,25.488,25.487,277.979,,377.875,9070.0,,,0.8402,,0.0,13.431538,-0.0195,4.2041,0.2168,1.4079,28.16,0.0048,2.3418,2.1501,,0.3896,280.745,2.1502,,<34,2023,1,2.0,13.0,10.0,13,32,0,0,46,0,0,9,0,0,0,2,0,30,0,5,39,27,2,0,11,299,5,0,5,0,0,9,0,0,0,0,2,2,0,0,5,0,0,16,0,749,9,5,2,0,9,2,11,0,0,7,7,0,2,0,0,0,0,0,0,0,11,0,7,0,2,7,2,41,16,23,0,9,0,0,0,21,2,53,0,0,0,2,0,0,0,0,0,779,39,25,2199,107,7,0
EN695,11,41.157,NESLTER_transect,D20230113T112942_IFCB109,2023-01-13 10:18:25+00:00,109,3.50094532083333,41.0223,-70.88276,2.0,cast,4118,none,,,,,,3,0,70.1742202879997,738899.429456018,13-Jan-2023 10:18:25,7.7231,32.6828,JFM,0,0,24,139,0,3,3560,30,21,158,17,0,0,0,2023-01-13 10:18:25+00:00,,,293.94593,,7.7192,7.7134,32.6828,32.6808,,,1479.23,1479.2,41.483,7.7231,7.7173,3.38227,3.381574,2.3357,0.8613,,3.704,1e-12,2.6998e-11,41.157,41.0223,-70.88276,32.7212,L2,0.8563241213204489,25.4941,25.4933,279.566,,197.625,4744.0,,,0.8616,,0.0,13.429452,-0.0058,4.182,0.2035,0.2911,5.82,0.0049,2.3357,2.1429,,0.3873,282.693,2.1429,,<34,2023,1,2.0,13.0,10.0,13,37,0,0,13,4,1,10,0,0,0,3,1,4,0,1,26,7,6,3,6,56,4,3,3,0,0,3,0,1,1,1,0,1,0,1,1,0,3,0,0,673,44,6,0,0,1,0,10,1,0,7,1,1,1,0,3,1,0,0,0,0,14,0,3,0,1,24,1,26,0,10,0,16,0,0,1,41,7,27,0,0,0,0,0,0,0,0,0,181,27,19,1512,104,31,0
EN695,14,5.109,NESLTER_transect,D20230114T100238_IFCB109,2023-01-14 09:39:41+00:00,109,3.6419793125,40.69984,-70.88652,1.0,cast,3807,none,,,,,,3,0,97.4416439295996,738900.40255787,14-Jan-2023 09:39:41,9.1181,33.0505,JFM,1,1,15,151,0,3,4851,120,28,111,17,0,0,0,2023-01-14 09:39:41+00:00,,,284.08057,,9.1176,9.1156,33.0505,33.0481,,,1484.33,1484.32,5.149,9.1181,9.1162,3.538948,3.538546,2.3697,1.3773,,3.1749,0.76802,26.444,5.109,40.69984,-70.88652,33.0505,L4,0.4423226990693804,25.5732,25.5717,273.253,,324.958,7800.0,,,0.7701,,0.0,14.402557,-0.002,4.2775,0.2895,3.0645,61.29,0.9472,2.3696,2.1746,,0.4305,276.114,2.1747,,<34,2023,1,2.0,14.0,9.0,14,27,0,3,38,21,4,16,0,0,0,11,0,19,33,5,18,18,65,3,15,174,7,5,11,0,0,12,4,3,0,0,0,0,0,0,4,1,22,5,3,3127,85,8,0,1,4,0,4,0,0,26,1,0,3,1,1,0,0,0,0,0,12,0,23,3,10,8,5,225,4,82,1,14,5,0,1,40,173,88,0,0,0,0,1,3,0,3,0,384,89,19,3340,148,19,3
EN695,15,4.431,NESLTER_transect,D20230114T181023_IFCB109,2023-01-14 17:45:36+00:00,109,1.49316480416667,41.20054,-70.8876,12.0,cast,10145,none,,,,,,3,0,51.4247290880002,738900.74,14-Jan-2023 17:45:36,6.283,32.4477,JFM,0,1,20,187,0,18,14568,247,11,2105,166,0,0,0,2023-01-14 17:45:36+00:00,,,304.45685,,6.2826,6.2835,32.4477,32.4456,,,1472.72,1472.72,4.466,6.283,6.2839,3.234298,3.23419,2.3532,1.4933,,330.68,78.8,23.822,4.431,41.20054,-70.8876,32.4498,L1,0.558541962062745,25.5013,25.4996,291.329,,537.375,12898.0,,,2.2771,,0.0,14.739993,0.0009,2.953,0.3089,0.8806,17.61,2.9056,2.3532,2.1644,,0.3774,295.757,2.1645,,<34,2023,1,2.0,14.0,17.0,14,37,0,0,74,20,0,20,27,0,0,3,0,3,0,13,50,7,17,0,3,449,13,0,3,0,0,7,7,7,0,0,7,3,0,0,3,0,37,3,3,1554,137,0,0,0,0,0,50,17,0,0,17,0,0,0,7,0,0,0,0,0,30,0,0,0,0,104,3,20,10,204,0,17,3,0,0,332,84,47,0,0,0,0,3,0,0,3,0,2103,20,87,2367,90,54,0
EN695,15,11.649,NESLTER_transect,D20230114T181147_IFCB102,2023-01-14 17:41:22+00:00,102,0.777837383333334,41.19995,-70.8869,4.0,cast,10710,none,,,,,,3,0,51.50023616,738900.737060185,14-Jan-2023 17:41:22,6.2794,32.4494,JFM,0,0,22,22,0,1,15088,925,17,1729,131,0,0,0,2023-01-14 17:41:22+00:00,,,304.47914,,6.2784,6.278,32.4494,32.4472,,,1472.83,1472.82,11.741,6.2794,6.279,3.234451,3.234222,2.354,1.3072,,353.16,1.8145,0.5137,11.649,41.19995,-70.8869,32.4498,L1,0.4706018260973967,25.5031,25.5014,292.345,,283.917,6815.0,,,2.249,,0.0,14.737059,-0.0004,2.9734,0.2779,0.4422,8.84,1.2913,2.354,2.1622,,0.4038,296.004,2.1622,,<34,2023,1,2.0,14.0,17.0,14,32,0,0,270,6,0,19,45,0,0,6,0,180,0,51,71,0,19,0,0,2147,19,6,13,0,0,71,6,13,0,13,0,6,0,0,19,0,51,0,0,1729,51,13,0,0,6,0,77,26,0,13,39,0,19,0,6,0,0,0,0,0,13,0,19,0,32,109,0,64,32,212,0,19,19,0,0,64,103,45,0,0,0,0,0,0,0,0,0,6653,45,96,4493,141,19,0
EN695,16,3.53,NESLTER_transect,D20230114T213432_IFCB102,2023-01-14 20:44:11+00:00,102,0.373939308333334,41.31264,-70.58056,5.0,cast,12380,none,,,,,,3,0,34.9843199999998,738900.864016204,14-Jan-2023 20:44:11,5.7377,32.4716,JFM,0,0,2,22,0,6,16236,907,3,2396,187,0,0,0,2023-01-14 20:44:11+00:00,,,308.35681,,5.7374,5.737,32.4716,32.4698,,,1470.56,1470.56,3.557,5.7377,5.7373,3.189683,3.189486,2.4053,3.0926,,143.06,36.172,25.279,3.53,41.31264,-70.58056,32.472,MVCO,1.797503251211232,25.5867,25.5853,303.98,,280.333,6729.0,,,4.4196,,0.0,14.864008,-0.0004,1.7528,0.5754,0.8569,17.14,2.5656,2.4052,2.2086,,0.3894,308.067,2.2086,,<34,2023,1,2.0,14.0,20.0,14,53,0,0,588,27,0,13,120,0,0,53,0,374,13,94,495,67,27,0,0,5188,67,0,40,0,0,134,13,27,0,0,13,0,0,0,0,0,267,27,0,2621,27,13,0,0,13,0,722,27,0,0,187,0,27,0,0,0,0,0,0,0,27,0,0,0,27,575,0,80,40,722,0,160,0,0,13,147,40,40,0,0,13,0,13,0,0,0,0,19375,67,134,5536,94,0,0
EN695,16,14.55,NESLTER_transect,D20230114T213325_IFCB109,2023-01-14 20:42:19+00:00,109,0.6643847375,41.31254,-70.58007,2.0,cast,13444,division,none,,,,,3,0,34.9955200000002,738900.862719907,14-Jan-2023 20:42:19,5.746,32.4656,JFM,0,1,17,168,0,33,12879,202,14,2190,244,0,0,0,2023-01-14 20:42:19+00:00,,,308.30914,,5.7449,5.7444,32.4656,32.4639,,,1470.77,1470.76,14.664,5.746,5.7456,3.190346,3.19016,2.4011,3.5718,,159.95,1e-12,6.252e-13,14.55,41.31254,-70.58007,32.472,MVCO,1.7799143935817852,25.5809,25.5796,304.294,,168.5,4045.0,,,6.7649,,0.0,14.862714,-0.0005,1.0012,0.6553,0.2973,5.95,0.0049,2.4011,2.2031,,0.3829,307.186,2.2031,,<34,2023,1,2.0,14.0,20.0,14,15,0,0,98,15,0,15,324,0,0,0,0,0,15,68,346,0,15,0,8,1061,68,0,0,0,0,30,8,38,0,0,8,0,0,0,23,0,203,8,0,2371,301,0,0,0,15,0,354,38,0,0,68,0,0,0,8,0,0,0,0,8,45,0,8,0,0,444,0,15,23,557,8,188,0,0,0,677,23,53,0,0,8,8,0,8,0,0,0,4109,23,135,2085,45,45,0
